Revenue Analysis - Part I,,,,,,,,,,,,,,,,,,,,,,,,,
"In Financial Data Analysis, Revenue Analysis speaks primarily to understanding which product(s) generate the most revenues and whether we can identify any aspect of seasonality towards these trends or not.",,,,,,,,,,,,,,,,,,,,,,,,,
The importance of this is that we are able to clearly understand which product(s) generate the most revenues and least revenues and this forms the first part of our puzzle.,,,,,,,,,,,,,,,,,,,,,,,,,
"If a product generates a lot of revenues, but the expenses are greater than the revenues - this isn't a good news story.",,,,,,,,,,,,,,,,,,,,,,,,,
"However, if the product generates a lot of revenue, and the expenses are well below the revenue - we may have a product which is performing well.",,,,,,,,,,,,,,,,,,,,,,,,,
Let's take a look at what Southern Water Corps Revenue Analysis looks like by calculating the Revenues for each of the products and asking ourselves - what does the data tell us?,,,,,,,,,,,,,,,,,,,,,,,,,
Let's get started!,,,,,,,,,,,,,,,,,,,,,,,,,
"Q1. For each of the three Southern Water Corp. Desalination Plants, they produce desalinated water which is then consumed via private, public, or residential usage. 
Please calculate the monthly revenues for Kootha, Surjek and Jutik, and put this in the table below. ",,,,,,,,,,,,,,,,,,,,,,,,,
"Hint: You'll be utilizing the SUMIFS function here to assist you with the exercise. Remember the Syntax follows: =SUMIFS(Sum_Range, Criteria_Range_1, Criteria…)",,,,,,,,,,,,,,,,,,,,,,,,,
Unit,Value Driver,Accounting Code Centre,Accounting Code Centre Element,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,,,,,,,,,,
,,,,,,,,,,,,,,,,Total,,,,,,,,,
Kootha,Revenue,001 Private Water Hedge Sales,W-Transact (0211) - Soft,"$1,473,589.05","$1,419,296.10","$1,310,673.21","$1,301,024.73","$1,373,822.86","$1,340,623.04","$1,948,962.55","$1,725,161.70","$1,818,208.62","$1,328,501.68","$1,344,117.28","$1,291,609.13","$17,675,589.96",,,,,,,,,
Kootha,Revenue,001 Private Water Hedge Sales,W-Transact (0212) - Hard,"$1,620,947.95","$1,561,225.71","$1,441,740.53","$1,431,127.21","$1,511,205.15","$1,474,685.34","$2,143,858.81","$1,897,677.87","$2,000,029.48","$1,461,351.85","$1,478,529.01","$1,420,770.05","$19,443,148.95",,,,,,,,,
Kootha,Revenue,002 Public Sales,W-Transact (0211) - Soft,"$567,331.78","$546,429.00","$504,609.19","$500,894.52","$528,921.80","$516,139.87","$750,350.58","$664,187.25","$700,010.32","$511,473.15","$517,485.15","$497,269.52","$6,805,102.13",,,,,,,,,
Kootha,Revenue,002 Public Sales,W-Transact (0212) - Hard,"$955,954.05","$920,732.86","$850,266.48","$844,007.27","$891,233.24","$869,695.68","$1,264,340.73","$1,119,155.52","$1,179,517.39","$861,832.25","$871,962.48","$837,899.14","$11,466,597.09",,,,,,,,,
Kootha,Revenue,003 Residential Sales,W-Transact (0211) - Soft,"$1,296,758.36","$1,248,980.57","$1,153,392.42","$1,144,901.76","$1,208,964.12","$1,179,748.27","$1,715,087.05","$1,518,142.29","$1,600,023.59","$1,169,081.48","$1,182,823.21","$1,136,616.04","$15,554,519.16",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Surjek,Revenue,001 Private Water Hedge Sales,W-Transact (0211) - Soft,"$2,406,673.75","$2,028,377.01","$2,241,097.24","$2,104,393.51","$1,921,236.22","$2,161,522.17","$3,104,730.23","$2,116,798.71","$2,728,427.89","$2,259,504.87","$2,031,569.24","$2,245,023.23","$27,349,354.05",,,,,,,,,
Surjek,Revenue,001 Private Water Hedge Sales,W-Transact (0212) - Hard,"$4,813,347.49","$4,056,754.01","$4,482,194.48","$4,208,787.02","$3,842,472.45","$4,323,044.34","$6,209,460.45","$4,633,597.43","$5,456,855.77","$4,519,009.74","$4,063,138.47","$4,490,046.47","$55,098,708.10",,,,,,,,,
Surjek,Revenue,002 Public Sales,W-Transact (0211) - Soft,"$2,117,872.90","$1,784,971.76","$1,972,165.57","$1,851,866.29","$1,690,687.88","$1,902,139.51","$2,732,162.60","$2,478,782.87","$2,401,016.54","$1,988,364.28","$1,787,780.93","$1,975,620.44","$24,683,431.57",,,,,,,,,
Surjek,Revenue,002 Public Sales,W-Transact (0212) - Hard,"$3,850,677.99","$3,245,403.21","$3,585,755.58","$3,367,029.62","$3,073,977.96","$3,458,435.47","$4,967,568.36","$4,506,877.94","$4,365,484.62","$4,615,207.79","$3,250,510.78","$3,592,037.17","$45,878,966.48",,,,,,,,,
Surjek,Revenue,003 Residential Sales,W-Transact (0211) - Soft,"$4,139,478.84","$3,488,808.45","$3,854,687.25","$3,619,556.84","$3,304,526.30","$3,717,818.13","$5,340,135.99","$4,844,893.79","$4,692,895.96","$4,886,348.37","$3,494,299.08","$3,861,439.96","$49,244,888.97",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Jutik,Revenue,001 Private Water Hedge Sales,W-Transact (0211) - Soft,"$1,766,228.72","$1,951,422.76","$1,699,371.24","$1,502,189.20","$1,650,239.51","$1,406,546.09","$2,151,540.20","$2,191,228.23","$1,965,526.62","$2,084,911.36","$2,053,699.35","$2,197,266.92","$22,620,170.19",,,,,,,,,
Jutik,Revenue,001 Private Water Hedge Sales,W-Transact (0212) - Hard,"$3,532,457.44","$3,902,845.52","$3,398,742.48","$3,004,378.41","$3,300,479.01","$2,813,092.17","$4,303,080.39","$4,382,456.45","$3,931,053.23","$4,169,822.72","$4,107,398.71","$4,394,533.85","$45,240,340.38",,,,,,,,,
Jutik,Revenue,002 Public Sales,W-Transact (0211) - Soft,"$1,554,281.27","$1,717,252.03","$1,495,446.69","$1,321,926.50","$1,452,210.77","$1,237,760.55","$1,893,355.37","$1,928,280.84","$1,729,663.42","$1,834,722.00","$1,807,255.43","$1,933,594.89","$19,905,749.77",,,,,,,,,
Jutik,Revenue,002 Public Sales,W-Transact (0212) - Hard,"$2,825,965.95","$2,122,276.42","$3,718,993.98","$3,403,502.73","$2,640,383.21","$3,250,473.74","$3,442,464.31","$3,505,965.16","$3,144,842.59","$3,335,858.18","$3,285,918.97","$3,515,627.08","$38,192,272.31",,,,,,,,,
Jutik,Revenue,003 Residential Sales,W-Transact (0211) - Soft,"$3,037,913.40","$3,356,447.15","$2,922,918.53","$2,583,765.43","$2,838,411.95","$2,419,259.27","$3,700,649.14","$3,768,912.55","$3,380,705.78","$3,586,047.54","$3,032,362.89","$3,079,299.11","$37,706,692.73",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"You've now calculated the Revenues for each of the three desalination plants (Kootha, Surjek and Jutik). This has given you a micro-view of the trends, but let's take a look at the macro-revenue
trends and view all this information aggregated together. In the next question, you're aggregating the revenues at the Accounting Code Centre Level, whereas in the previous question, we went all the way to the Accounting Code Centre Element Level.",,,,,,,,,,,,,,,,,,,,,,,,,
"Q2. Just as you did for Q1 above, calculate the monthly revenues for Kootha, Surjek and Jutik at the Accounting Code Centre Level and put this in the table below. ",,,,,,,,,,,,,,,,,,,,,,,,,
Unit,Value Driver,Accounting Code Centre,,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,,,,,,,,,,
,,,,,,,,,,,,,,,,Total,,,,,,,,,
Kootha,Revenue,001 Private Water Hedge Sales,,"$3,094,537.00","$2,980,521.81","$2,752,413.74","$2,732,151.94","$2,885,028.01","$2,815,308.38","$4,092,821.36","$3,622,839.56","$3,818,238.10","$2,789,853.53","$2,822,646.29","$2,712,379.18","$37,118,738.91",,,,,,,,,
Kootha,Revenue,002 Public Sales,,"$1,523,285.84","$1,467,161.86","$1,354,875.66","$1,344,901.79","$1,420,155.04","$1,385,835.55","$2,014,691.31","$1,783,342.78","$1,879,527.71","$1,373,305.40","$1,389,447.64","$1,335,168.65","$18,271,699.23",,,,,,,,,
Kootha,Revenue,003 Residential Sales,,"$1,296,758.36","$1,248,980.57","$1,153,392.42","$1,144,901.76","$1,208,964.12","$1,179,748.27","$1,715,087.05","$1,518,142.29","$1,600,023.59","$1,169,081.48","$1,182,823.21","$1,136,616.04","$15,554,519.16",,,,,,,,,
Surjek,Revenue,001 Private Water Hedge Sales,,"$7,220,021.24","$6,085,131.02","$6,723,291.72","$6,313,180.53","$5,763,708.67","$6,484,566.51","$9,314,190.68","$6,750,396.14","$8,185,283.66","$6,778,514.60","$6,094,707.71","$6,735,069.70","$82,448,062.15",,,,,,,,,
Surjek,Revenue,002 Public Sales,,"$5,968,550.89","$5,030,374.97","$5,557,921.15","$5,218,895.90","$4,764,665.83","$5,360,574.98","$7,699,730.96","$6,985,660.81","$6,766,501.16","$6,603,572.07","$5,038,291.70","$5,567,657.62","$70,562,398.05",,,,,,,,,
Surjek,Revenue,003 Residential Sales,,"$4,139,478.84","$3,488,808.45","$3,854,687.25","$3,619,556.84","$3,304,526.30","$3,717,818.13","$5,340,135.99","$4,844,893.79","$4,692,895.96","$4,886,348.37","$3,494,299.08","$3,861,439.96","$49,244,888.97",,,,,,,,,
Jutik,Revenue,001 Private Water Hedge Sales,,"$5,298,686.16","$5,854,268.28","$5,098,113.72","$4,506,567.61","$4,950,718.52","$4,219,638.26","$6,454,620.59","$6,573,684.68","$5,896,579.85","$6,254,734.08","$6,161,098.06","$6,591,800.77","$67,860,510.57",,,,,,,,,
Jutik,Revenue,002 Public Sales,,"$4,380,247.23","$3,839,528.45","$5,214,440.67","$4,725,429.23","$4,092,593.98","$4,488,234.29","$5,335,819.68","$5,434,246.00","$4,874,506.01","$5,170,580.17","$5,093,174.40","$5,449,221.97","$58,098,022.07",,,,,,,,,
Jutik,Revenue,003 Residential Sales,,"$3,037,913.40","$3,356,447.15","$2,922,918.53","$2,583,765.43","$2,838,411.95","$2,419,259.27","$3,700,649.14","$3,768,912.55","$3,380,705.78","$3,586,047.54","$3,032,362.89","$3,079,299.11","$37,706,692.73",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Having performed some basic time series analysis where we've analyzed the data at a monthly level; it's time to visualize this using some charts.,,,,,,,,,,,,,,,,,,,,,,,,,
"Whilst tables are an excellent way to visualize data, charts are more intuitive and allow us to identify specific trends that aren't as apparent in tabular form.",,,,,,,,,,,,,,,,,,,,,,,,,
"Q3. Create one line chart for each unit (Kootha, Surjek, Jutik) depicting the sales for 001 Private Water Hedge Sales, 002 Public Sales, and 003 Residential Sales from the July-13 to Jun-14 period. Do you notice any period where sales are particularly high?",,,,,,,,,,,,,,,,,,,,,,,,,
"Hint: We recommend using line charts to best illustrate the sales for each unit, segmented by customer type (i.e. Private / Public / Residential )",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"In the previous exercise, we've picked up some trends from observing the monthly revenues trended over a twelve-month period.",,,,,,,,,,,,,,,,,,,,,,,,,
"Specifically, it's clear that one of the Unit(s) generates the majority of the revenues for Southern Water Corp. ",,,,,,,,,,,,,,,,,,,,,,,,,
"However, it's important for us to understand the contribution each customer segment provides from a % standpoint as well as a dollar stand point.",,,,,,,,,,,,,,,,,,,,,,,,,
Let's close out the Revenue Analysis with the below question. ,,,,,,,,,,,,,,,,,,,,,,,,,
"Q4. Calculate the overall % contribution of each customer segment for each of the three (3) units listed below and create two (2) stacked column charts showing the contributions
that each customer segment provides per unit on a dollar basis, and a percentage basis. ",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,001 Private Water Hedge Sales,002 Public Sales,003 Residential Sales,Total,,,,,,,,,,,,,,,,,,,,,
Kootha,"$37,118,738.91","$18,271,699.23","$15,554,519.16","$70,944,957.30",,,,,,,,,,,,,,,,,,,,,
Surjek,"$82,448,062.15","$70,562,398.05","$49,244,888.97","$202,255,349.17",,,,,,,,,,,,,,,,,,,,,
Jutik,"$67,860,510.57","$58,098,022.07","$37,706,692.73","$163,665,225.38",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,001 Private Water Hedge Sales,002 Public Sales,003 Residential Sales,Total,,,,,,,,,,,,,,,,,,,,,
Kootha,52.3%,25.8%,21.9%,100%,,,,,,,,,,,,,,,,,,,,,
Surjek,40.8%,34.9%,24.3%,100%,,,,  ,,,,,,,,,,,,,,,,,
Jutik,41.5%,35.5%,23.0%,100%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
